V4_1,data marking,time_codelist,time,geography_codelist,geography,estimate_codelist,estimate,measureofwellbeing_codelist,measure of wellbeing
10.6,,year ending,2016 Q2 - 2017 Q1,N92000002,Northern Ireland,fair,Fair,life-satisfaction,Life Satisfaction
7.62,,year ending,2014 Q3 - 2015 Q2,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
17.17,,year ending,2012 Q2 - 2013 Q1,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
10.99,,year ending,2016 Q1 - 2016 Q4,N92000002,Northern Ireland,fair,Fair,life-satisfaction,Life Satisfaction
32.63,,year ending,2011 Q3 - 2012 Q2,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
28.36,,year ending,2013 Q3 - 2014 Q2,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
36.84,,year ending,2011 Q2 - 2012 Q1,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
7.44,,year ending,2014 Q1 - 2014 Q4,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
13.99,,year ending,2016 Q4 - 2017 Q3,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
26.73,,year ending,2012 Q2 - 2013 Q1,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
39.83,,year ending,2013 Q1 - 2013 Q4,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
3.67,,year ending,2012 Q2 - 2013 Q1,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
7.61,,year ending,2013 Q3 - 2014 Q2,S92000003,Scotland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
42.1,,year ending,2015 Q3 - 2016 Q2,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
7.33,,year ending,2012 Q2 - 2013 Q1,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
7.72,,year ending,2016 Q4 - 2017 Q3,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
35.54,,year ending,2016 Q3 - 2017 Q2,W92000004,Wales,very-good,Very good,happiness,Happiness
7.68,,year ending,2016 Q1 - 2016 Q4,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
9.35,,year ending,2013 Q4 - 2014 Q3,E92000001,England,poor,Poor,happiness,Happiness
16.8,,year ending,2016 Q2 - 2017 Q1,E92000001,England,fair,Fair,anxiety,Anxiety
32.69,,year ending,2011 Q2 - 2012 Q1,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
40.13,,year ending,2012 Q4 - 2013 Q3,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
13.49,,year ending,2013 Q3 - 2014 Q2,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
3.11,,year ending,2011 Q2 - 2012 Q1,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
15.56,,year ending,2014 Q2 - 2015 Q1,S92000003,Scotland,fair,Fair,anxiety,Anxiety
7.84,,year ending,2015 Q1 - 2015 Q4,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.81,,year ending,2013 Q4 - 2014 Q3,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
7.36,,year ending,2013 Q1 - 2013 Q4,E92000001,England,mean-average,Mean Average,happiness,Happiness
12.86,,year ending,2015 Q1 - 2015 Q4,E92000001,England,fair,Fair,worthwhile,Worthwhile
4.58,,year ending,2013 Q1 - 2013 Q4,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
41.1,,year ending,2014 Q3 - 2015 Q2,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
22.92,,year ending,2014 Q1 - 2014 Q4,S92000003,Scotland,good,Good,anxiety,Anxiety
7.46,,year ending,2016 Q1 - 2016 Q4,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
12.16,,year ending,2015 Q1 - 2015 Q4,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
16.68,,year ending,2015 Q1 - 2015 Q4,E92000001,England,fair,Fair,anxiety,Anxiety
16.57,,year ending,2015 Q1 - 2015 Q4,E92000001,England,fair,Fair,happiness,Happiness
16.27,,year ending,2013 Q4 - 2014 Q3,S92000003,Scotland,fair,Fair,happiness,Happiness
36.57,,year ending,2012 Q4 - 2013 Q3,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
43.32,,year ending,2015 Q1 - 2015 Q4,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
7.34,,year ending,2012 Q1 - 2012 Q4,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
2.91,,year ending,2013 Q1 - 2013 Q4,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
7.74,,year ending,2013 Q2 - 2014 Q1,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
8.08,,year ending,2016 Q1 - 2016 Q4,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
17.13,,year ending,2012 Q2 - 2013 Q1,S92000003,Scotland,fair,Fair,happiness,Happiness
28.02,,year ending,2011 Q3 - 2012 Q2,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
7.88,,year ending,2015 Q1 - 2015 Q4,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
50.41,,year ending,2013 Q2 - 2014 Q1,S92000003,Scotland,good,Good,worthwhile,Worthwhile
4.64,,year ending,2014 Q3 - 2015 Q2,S92000003,Scotland,poor,Poor,life-satisfaction,Life Satisfaction
3.49,,year ending,2015 Q1 - 2015 Q4,E92000001,England,poor,Poor,worthwhile,Worthwhile
7.71,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
18.17,,year ending,2011 Q2 - 2012 Q1,E92000001,England,fair,Fair,happiness,Happiness
30.91,,year ending,2012 Q1 - 2012 Q4,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
7.79,,year ending,2011 Q4 - 2012 Q3,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
3.81,,year ending,2015 Q4 - 2016 Q3,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
51.58,,year ending,2012 Q3 - 2013 Q2,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
52.55,,year ending,2014 Q4 - 2015 Q3,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
41.89,,year ending,2012 Q2 - 2013 Q1,N92000002,Northern Ireland,good,Good,happiness,Happiness
7.86,,year ending,2016 Q3 - 2017 Q2,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
49.43,,year ending,2011 Q4 - 2012 Q3,E92000001,England,good,Good,worthwhile,Worthwhile
5.6,,year ending,2014 Q1 - 2014 Q4,W92000004,Wales,poor,Poor,life-satisfaction,Life Satisfaction
52.74,,year ending,2016 Q4 - 2017 Q3,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
40.04,,year ending,2014 Q2 - 2015 Q1,S92000003,Scotland,good,Good,happiness,Happiness
7.78,,year ending,2013 Q3 - 2014 Q2,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
26.12,,year ending,2012 Q4 - 2013 Q3,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
7.56,,year ending,2014 Q1 - 2014 Q4,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
37.31,,year ending,2012 Q2 - 2013 Q1,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
7.62,,year ending,2013 Q1 - 2013 Q4,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
32.9,,year ending,2015 Q4 - 2016 Q3,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
17.89,,year ending,2012 Q1 - 2012 Q4,W92000004,Wales,fair,Fair,anxiety,Anxiety
39.14,,year ending,2012 Q1 - 2012 Q4,W92000004,Wales,very-good,Very good,anxiety,Anxiety
33.21,,year ending,2014 Q4 - 2015 Q3,S92000003,Scotland,very-good,Very good,happiness,Happiness
2.93,,year ending,2012 Q2 - 2013 Q1,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
10.69,,year ending,2011 Q3 - 2012 Q2,S92000003,Scotland,poor,Poor,happiness,Happiness
48.39,,year ending,2014 Q1 - 2014 Q4,W92000004,Wales,good,Good,worthwhile,Worthwhile
21.03,,year ending,2013 Q2 - 2014 Q1,W92000004,Wales,poor,Poor,anxiety,Anxiety
21.33,,year ending,2014 Q4 - 2015 Q3,W92000004,Wales,good,Good,anxiety,Anxiety
22.33,,year ending,2011 Q2 - 2012 Q1,W92000004,Wales,poor,Poor,anxiety,Anxiety
32.92,,year ending,2013 Q4 - 2014 Q3,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
7.81,,year ending,2015 Q1 - 2015 Q4,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
34.49,,year ending,2015 Q4 - 2016 Q3,E92000001,England,very-good,Very good,worthwhile,Worthwhile
39.14,,year ending,2013 Q1 - 2013 Q4,W92000004,Wales,good,Good,happiness,Happiness
41.16,,year ending,2014 Q4 - 2015 Q3,E92000001,England,very-good,Very good,anxiety,Anxiety
12.27,,year ending,2013 Q4 - 2014 Q3,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
7.45,,year ending,2016 Q2 - 2017 Q1,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
2.83,,year ending,2014 Q2 - 2015 Q1,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
16.78,,year ending,2015 Q2 - 2016 Q1,E92000001,England,fair,Fair,anxiety,Anxiety
33.28,,year ending,2015 Q2 - 2016 Q1,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
6.3,,year ending,2014 Q1 - 2014 Q4,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
7.43,,year ending,2015 Q3 - 2016 Q2,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
46.02,,year ending,2016 Q4 - 2017 Q3,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
7.5,,year ending,2016 Q1 - 2016 Q4,E92000001,England,mean-average,Mean Average,happiness,Happiness
38.98,,year ending,2013 Q1 - 2013 Q4,E92000001,England,very-good,Very good,anxiety,Anxiety
17.14,,year ending,2012 Q1 - 2012 Q4,S92000003,Scotland,fair,Fair,happiness,Happiness
3.64,,year ending,2016 Q2 - 2017 Q1,E92000001,England,poor,Poor,worthwhile,Worthwhile
32.84,,year ending,2013 Q3 - 2014 Q2,E92000001,England,very-good,Very good,worthwhile,Worthwhile
3.07,,year ending,2011 Q4 - 2012 Q3,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
9.3,,year ending,2013 Q3 - 2014 Q2,S92000003,Scotland,poor,Poor,happiness,Happiness
7.79,,year ending,2014 Q1 - 2014 Q4,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
4.52,,year ending,2016 Q3 - 2017 Q2,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
34.23,,year ending,2015 Q2 - 2016 Q1,E92000001,England,very-good,Very good,worthwhile,Worthwhile
14,,year ending,2015 Q3 - 2016 Q2,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
17.37,,year ending,2011 Q3 - 2012 Q2,S92000003,Scotland,fair,Fair,happiness,Happiness
13.4,,year ending,2012 Q4 - 2013 Q3,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
14.35,,year ending,2011 Q4 - 2012 Q3,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
7.71,,year ending,2012 Q4 - 2013 Q3,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.7,,year ending,2013 Q1 - 2013 Q4,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
35.59,,year ending,2016 Q3 - 2017 Q2,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
6.94,,year ending,2013 Q3 - 2014 Q2,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
4.39,,year ending,2015 Q4 - 2016 Q3,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
14.35,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
7.71,,year ending,2016 Q4 - 2017 Q3,S92000003,Scotland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
32.29,,year ending,2011 Q3 - 2012 Q2,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
7.64,,year ending,2015 Q1 - 2015 Q4,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
11.77,,year ending,2014 Q3 - 2015 Q2,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
16.78,,year ending,2014 Q3 - 2015 Q2,S92000003,Scotland,fair,Fair,happiness,Happiness
28.81,,year ending,2014 Q2 - 2015 Q1,S92000003,Scotland,very-good,Very good,life-satisfaction,Life Satisfaction
52.44,,year ending,2013 Q3 - 2014 Q2,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
9.82,,year ending,2013 Q1 - 2013 Q4,E92000001,England,poor,Poor,happiness,Happiness
12.75,,year ending,2013 Q4 - 2014 Q3,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
3.02,,year ending,2012 Q2 - 2013 Q1,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
36.11,,year ending,2012 Q2 - 2013 Q1,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
7.51,,year ending,2016 Q2 - 2017 Q1,E92000001,England,mean-average,Mean Average,happiness,Happiness
19.88,,year ending,2013 Q2 - 2014 Q1,S92000003,Scotland,poor,Poor,anxiety,Anxiety
7.5,,year ending,2012 Q1 - 2012 Q4,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
22.32,,year ending,2012 Q2 - 2013 Q1,W92000004,Wales,good,Good,anxiety,Anxiety
16.6,,year ending,2013 Q2 - 2014 Q1,S92000003,Scotland,fair,Fair,anxiety,Anxiety
49.35,,year ending,2014 Q4 - 2015 Q3,E92000001,England,good,Good,worthwhile,Worthwhile
3.09,,year ending,2011 Q4 - 2012 Q3,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.91,,year ending,2015 Q1 - 2015 Q4,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
12.37,,year ending,2015 Q2 - 2016 Q1,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
33.64,,year ending,2014 Q3 - 2015 Q2,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
39.99,,year ending,2013 Q2 - 2014 Q1,N92000002,Northern Ireland,good,Good,happiness,Happiness
3.22,,year ending,2015 Q4 - 2016 Q3,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
33.24,,year ending,2014 Q2 - 2015 Q1,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
23.3,,year ending,2014 Q4 - 2015 Q3,E92000001,England,good,Good,anxiety,Anxiety
2.55,,year ending,2016 Q1 - 2016 Q4,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
8.54,,year ending,2016 Q2 - 2017 Q1,E92000001,England,poor,Poor,happiness,Happiness
16.32,,year ending,2015 Q3 - 2016 Q2,W92000004,Wales,fair,Fair,anxiety,Anxiety
33.59,,year ending,2016 Q1 - 2016 Q4,S92000003,Scotland,very-good,Very good,happiness,Happiness
33.03,,year ending,2016 Q2 - 2017 Q1,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
36.24,,year ending,2012 Q3 - 2013 Q2,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
33.62,,year ending,2015 Q4 - 2016 Q3,S92000003,Scotland,very-good,Very good,happiness,Happiness
17.01,,year ending,2014 Q2 - 2015 Q1,W92000004,Wales,fair,Fair,anxiety,Anxiety
3.06,,year ending,2011 Q2 - 2012 Q1,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
4.2,,year ending,2016 Q4 - 2017 Q3,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
10.29,,year ending,2012 Q2 - 2013 Q1,E92000001,England,poor,Poor,happiness,Happiness
3.04,,year ending,2012 Q1 - 2012 Q4,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
3.64,,year ending,2014 Q3 - 2015 Q2,E92000001,England,poor,Poor,worthwhile,Worthwhile
44.82,,year ending,2014 Q2 - 2015 Q1,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
39.54,,year ending,2013 Q3 - 2014 Q2,N92000002,Northern Ireland,good,Good,happiness,Happiness
3.57,,year ending,2015 Q3 - 2016 Q2,E92000001,England,poor,Poor,worthwhile,Worthwhile
51.89,,year ending,2016 Q3 - 2017 Q2,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
10.54,,year ending,2011 Q4 - 2012 Q3,S92000003,Scotland,poor,Poor,happiness,Happiness
30.99,,year ending,2016 Q3 - 2017 Q2,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
7.69,,year ending,2012 Q1 - 2012 Q4,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
33.11,,year ending,2013 Q4 - 2014 Q3,E92000001,England,very-good,Very good,worthwhile,Worthwhile
15.86,,year ending,2013 Q1 - 2013 Q4,N92000002,Northern Ireland,fair,Fair,life-satisfaction,Life Satisfaction
33.5,,year ending,2013 Q2 - 2014 Q1,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
34.04,,year ending,2014 Q3 - 2015 Q2,E92000001,England,very-good,Very good,happiness,Happiness
38.39,,year ending,2011 Q4 - 2012 Q3,W92000004,Wales,good,Good,happiness,Happiness
7.73,,year ending,2013 Q1 - 2013 Q4,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
13.99,,year ending,2016 Q3 - 2017 Q2,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
7.76,,year ending,2013 Q2 - 2014 Q1,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
4.91,,year ending,2012 Q1 - 2012 Q4,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
7.29,,year ending,2011 Q2 - 2012 Q1,E92000001,England,mean-average,Mean Average,happiness,Happiness
52.43,,year ending,2015 Q1 - 2015 Q4,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
28.8,,year ending,2014 Q4 - 2015 Q3,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
9.82,,year ending,2015 Q4 - 2016 Q3,W92000004,Wales,poor,Poor,happiness,Happiness
7.42,,year ending,2013 Q4 - 2014 Q3,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
44.41,,year ending,2014 Q2 - 2015 Q1,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
16.69,,year ending,2012 Q4 - 2013 Q3,W92000004,Wales,fair,Fair,anxiety,Anxiety
7.77,,year ending,2014 Q1 - 2014 Q4,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
40.03,,year ending,2016 Q2 - 2017 Q1,S92000003,Scotland,good,Good,happiness,Happiness
7.59,,year ending,2012 Q4 - 2013 Q3,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
33.66,,year ending,2013 Q4 - 2014 Q3,S92000003,Scotland,very-good,Very good,happiness,Happiness
16.09,,year ending,2013 Q3 - 2014 Q2,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
40.36,,year ending,2014 Q1 - 2014 Q4,E92000001,England,very-good,Very good,anxiety,Anxiety
18.02,,year ending,2012 Q2 - 2013 Q1,W92000004,Wales,fair,Fair,anxiety,Anxiety
18.18,,year ending,2011 Q4 - 2012 Q3,W92000004,Wales,fair,Fair,anxiety,Anxiety
7.83,,year ending,2015 Q1 - 2015 Q4,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
7.82,,year ending,2015 Q4 - 2016 Q3,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
16.09,,year ending,2016 Q1 - 2016 Q4,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
9.49,,year ending,2013 Q3 - 2014 Q2,E92000001,England,poor,Poor,happiness,Happiness
12.71,,year ending,2015 Q4 - 2016 Q3,E92000001,England,fair,Fair,worthwhile,Worthwhile
40.55,,year ending,2014 Q4 - 2015 Q3,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
48.66,,year ending,2016 Q4 - 2017 Q3,E92000001,England,good,Good,worthwhile,Worthwhile
46.01,,year ending,2015 Q4 - 2016 Q3,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
23.21,,year ending,2015 Q4 - 2016 Q3,E92000001,England,good,Good,anxiety,Anxiety
34.12,,year ending,2011 Q2 - 2012 Q1,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
33.38,,year ending,2011 Q2 - 2012 Q1,W92000004,Wales,very-good,Very good,happiness,Happiness
34.82,,year ending,2016 Q4 - 2017 Q3,W92000004,Wales,very-good,Very good,happiness,Happiness
9.19,,year ending,2016 Q3 - 2017 Q2,S92000003,Scotland,poor,Poor,happiness,Happiness
9.21,,year ending,2014 Q1 - 2014 Q4,S92000003,Scotland,poor,Poor,happiness,Happiness
17.8,,year ending,2011 Q2 - 2012 Q1,W92000004,Wales,fair,Fair,anxiety,Anxiety
15.86,,year ending,2014 Q4 - 2015 Q3,S92000003,Scotland,fair,Fair,anxiety,Anxiety
15.27,,year ending,2011 Q3 - 2012 Q2,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
2.89,,year ending,2014 Q1 - 2014 Q4,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
9.75,,year ending,2013 Q1 - 2013 Q4,S92000003,Scotland,poor,Poor,happiness,Happiness
39.61,,year ending,2014 Q3 - 2015 Q2,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
7.82,,year ending,2014 Q4 - 2015 Q3,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
10.95,,year ending,2015 Q3 - 2016 Q2,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
38.68,,year ending,2013 Q3 - 2014 Q2,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
8.16,,year ending,2012 Q3 - 2013 Q2,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
15.14,,year ending,2011 Q2 - 2012 Q1,E92000001,England,fair,Fair,worthwhile,Worthwhile
46.22,,year ending,2012 Q3 - 2013 Q2,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
49.83,,year ending,2011 Q3 - 2012 Q2,S92000003,Scotland,good,Good,worthwhile,Worthwhile
3.61,,year ending,2013 Q4 - 2014 Q3,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
7.85,,year ending,2016 Q1 - 2016 Q4,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
42.6,,year ending,2015 Q1 - 2015 Q4,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
2.9,,year ending,2014 Q2 - 2015 Q1,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
11.44,,year ending,2013 Q2 - 2014 Q1,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
16.87,,year ending,2014 Q1 - 2014 Q4,E92000001,England,fair,Fair,happiness,Happiness
32.4,,year ending,2013 Q2 - 2014 Q1,E92000001,England,very-good,Very good,worthwhile,Worthwhile
7.69,,year ending,2012 Q1 - 2012 Q4,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
41.33,,year ending,2012 Q2 - 2013 Q1,S92000003,Scotland,good,Good,happiness,Happiness
